Gene,GCF_000007545,GCF_000020745,GCF_000020885,GCF_000020925,GCF_000022165,GCF_000170215,GCF_000171415,GCF_000171515,GCF_000171535
HFCAGB_01513,peppan_g_1628,peppan_g_6260,peppan_g_10295,peppan_g_14994,peppan_g_19947,peppan_g_24975,peppan_g_31387,peppan_g_36055,peppan_g_36599
HFCAGB_01515,peppan_g_1626,peppan_g_6258,peppan_g_10297,peppan_g_14996,peppan_g_19945,peppan_g_24973,peppan_g_31389,peppan_g_36057,peppan_g_36601
HFCAGB_01527,peppan_g_1616,peppan_g_6248,peppan_g_10307,peppan_g_15006,peppan_g_19935,peppan_g_24963,peppan_g_31399,peppan_g_36067,peppan_g_36611
HFCAGB_01534,peppan_g_1609,peppan_g_6241,peppan_g_10314,peppan_g_15013,peppan_g_19928,peppan_g_24956,peppan_g_31406,peppan_g_36074,peppan_g_36618
HFCAGB_01535,peppan_g_1608,peppan_g_6240,peppan_g_10315,peppan_g_15014,peppan_g_19927,peppan_g_24955,peppan_g_31407,peppan_g_36075,peppan_g_36619
HFCAGB_01538,peppan_g_1605,peppan_g_6237,peppan_g_10318,peppan_g_15017,peppan_g_19924,peppan_g_24952,peppan_g_31410,peppan_g_36078,peppan_g_36622
HFCAGB_01546,peppan_g_1597,peppan_g_6229,peppan_g_10326,peppan_g_15025,peppan_g_19916,peppan_g_24944,peppan_g_31418,peppan_g_36086,peppan_g_36630
HFCAGB_01558,peppan_g_1586,peppan_g_6218,peppan_g_10337,peppan_g_15036,peppan_g_19905,peppan_g_24933,peppan_g_31429,peppan_g_36097,peppan_g_36641
HFCAGB_01568,peppan_g_1577,peppan_g_6209,peppan_g_10346,peppan_g_15046,peppan_g_19895,peppan_g_24923,peppan_g_31439,peppan_g_36106,peppan_g_36650
HFCAGB_01569,peppan_g_1576,peppan_g_6208,peppan_g_10347,peppan_g_15047,peppan_g_19894,peppan_g_24922,peppan_g_31440,peppan_g_36107,peppan_g_36651
HFCAGB_01586,peppan_g_1555,peppan_g_6187,peppan_g_10364,peppan_g_15064,peppan_g_19877,peppan_g_24905,peppan_g_31457,peppan_g_36124,peppan_g_36668
HFCAGB_01611,peppan_g_1529,peppan_g_6162,peppan_g_10389,peppan_g_15089,peppan_g_19851,peppan_g_24880,peppan_g_31482,peppan_g_36149,peppan_g_36693
HFCAGB_01632,peppan_g_1508,peppan_g_6142,peppan_g_10409,peppan_g_15108,peppan_g_19832,peppan_g_24861,peppan_g_31501,peppan_g_36168,peppan_g_36712
HFCAGB_01636,peppan_g_1504,peppan_g_6138,peppan_g_10413,peppan_g_15112,peppan_g_19828,peppan_g_24857,peppan_g_31505,peppan_g_36172,peppan_g_36716
HFCAGB_01638,peppan_g_1502,peppan_g_6136,peppan_g_10415,peppan_g_15114,peppan_g_19826,peppan_g_24855,peppan_g_31507,peppan_g_36174,peppan_g_36718
HFCAGB_01667,peppan_g_1484,peppan_g_6111,peppan_g_10444,peppan_g_15139,peppan_g_19801,peppan_g_24830,peppan_g_31532,peppan_g_36199,peppan_g_36747
HFCAGB_01690,peppan_g_1463,peppan_g_6089,peppan_g_10466,peppan_g_15161,peppan_g_19779,peppan_g_24808,peppan_g_31554,peppan_g_36221,peppan_g_36769
HFCAGB_01701,peppan_g_1452,peppan_g_6078,peppan_g_10477,peppan_g_15172,peppan_g_19768,peppan_g_24797,peppan_g_31565,peppan_g_36232,peppan_g_36780
HFCAGB_01702,peppan_g_1451,peppan_g_6077,peppan_g_10478,peppan_g_15173,peppan_g_19767,peppan_g_24796,peppan_g_31566,peppan_g_36233,peppan_g_36781
HFCAGB_01707,peppan_g_1447,peppan_g_6072,peppan_g_10483,peppan_g_15178,peppan_g_19762,peppan_g_24791,peppan_g_31571,peppan_g_36238,peppan_g_36786
HFCAGB_01709,peppan_g_1445,peppan_g_6070,peppan_g_10485,peppan_g_15180,peppan_g_19760,peppan_g_24789,peppan_g_31573,peppan_g_36240,peppan_g_36788
HFCAGB_01722,peppan_g_1434,peppan_g_6055,peppan_g_10500,peppan_g_15193,peppan_g_19747,peppan_g_24776,peppan_g_31586,peppan_g_36253,peppan_g_36801
HFCAGB_01734,peppan_g_1418,peppan_g_6029,peppan_g_10526,peppan_g_15205,peppan_g_19724,peppan_g_24753,peppan_g_31607,peppan_g_36274,peppan_g_36827
HFCAGB_01783,peppan_g_1373,peppan_g_5983,peppan_g_10572,peppan_g_15251,peppan_g_19678,peppan_g_24707,peppan_g_31653,peppan_g_36320,peppan_g_36873
HFCAGB_01791,peppan_g_1365,peppan_g_5975,peppan_g_10580,peppan_g_15259,peppan_g_19670,peppan_g_24699,peppan_g_31661,peppan_g_36328,peppan_g_36881
HFCAGB_01800,peppan_g_1355,peppan_g_5966,peppan_g_10589,peppan_g_15268,peppan_g_19661,peppan_g_24690,peppan_g_31670,peppan_g_32031,peppan_g_36890
HFCAGB_01810,peppan_g_1298,peppan_g_5957,peppan_g_10598,peppan_g_15277,peppan_g_19652,peppan_g_24681,peppan_g_31679,peppan_g_32040,peppan_g_36899
HFCAGB_01812,peppan_g_1296,peppan_g_5955,peppan_g_10600,peppan_g_15279,peppan_g_19650,peppan_g_24679,peppan_g_31681,peppan_g_32042,peppan_g_36901
HFCAGB_01814,peppan_g_1295,peppan_g_5951,peppan_g_10603,peppan_g_15280,peppan_g_19649,peppan_g_24678,peppan_g_31682,peppan_g_32043,peppan_g_36902
HFCAGB_01818,peppan_g_1291,peppan_g_5947,peppan_g_10607,peppan_g_15284,peppan_g_19645,peppan_g_24674,peppan_g_31686,peppan_g_32047,peppan_g_36906
HFCAGB_01852,peppan_g_1260,peppan_g_5916,peppan_g_10638,peppan_g_15315,peppan_g_19614,peppan_g_24643,peppan_g_31717,peppan_g_32615,peppan_g_36937
HFCAGB_01854,peppan_g_1258,peppan_g_5914,peppan_g_10640,peppan_g_15317,peppan_g_19612,peppan_g_24641,peppan_g_31719,peppan_g_32617,peppan_g_36939
HFCAGB_01862,peppan_g_1252,peppan_g_5908,peppan_g_10646,peppan_g_15323,peppan_g_19606,peppan_g_24635,peppan_g_31725,peppan_g_32623,peppan_g_36945
HFCAGB_01864,peppan_g_1250,peppan_g_5906,peppan_g_10648,peppan_g_15325,peppan_g_19604,peppan_g_24633,peppan_g_31727,peppan_g_32625,peppan_g_36947
HFCAGB_01875,peppan_g_1239,peppan_g_5895,peppan_g_10659,peppan_g_15336,peppan_g_19593,peppan_g_24622,peppan_g_31738,peppan_g_32636,peppan_g_36958
HFCAGB_01892,peppan_g_1223,peppan_g_5879,peppan_g_10675,peppan_g_15352,peppan_g_19577,peppan_g_24606,peppan_g_31754,peppan_g_32652,peppan_g_36974
HFCAGB_01906,peppan_g_1209,peppan_g_5865,peppan_g_10689,peppan_g_15366,peppan_g_19563,peppan_g_24592,peppan_g_31768,peppan_g_32667,peppan_g_36989
HFCAGB_01909,peppan_g_1206,peppan_g_5862,peppan_g_10692,peppan_g_15369,peppan_g_19560,peppan_g_24589,peppan_g_31771,peppan_g_32670,peppan_g_36992
HFCAGB_01933,peppan_g_1196,peppan_g_5840,peppan_g_10714,peppan_g_15391,peppan_g_19538,peppan_g_24567,peppan_g_31793,peppan_g_32692,peppan_g_37014
HFCAGB_01957,peppan_g_1172,peppan_g_5818,peppan_g_10736,peppan_g_15415,peppan_g_19514,peppan_g_24543,peppan_g_31815,peppan_g_32714,peppan_g_37114
HFCAGB_01973,peppan_g_1155,peppan_g_5802,peppan_g_10752,peppan_g_15431,peppan_g_19498,peppan_g_24527,peppan_g_31831,peppan_g_32730,peppan_g_37130
HFCAGB_01984,peppan_g_1144,peppan_g_5791,peppan_g_10763,peppan_g_15442,peppan_g_19487,peppan_g_24516,peppan_g_31842,peppan_g_32741,peppan_g_37141
HFCAGB_02001,peppan_g_1135,peppan_g_5782,peppan_g_10772,peppan_g_15460,peppan_g_19478,peppan_g_24507,peppan_g_31851,peppan_g_32300,peppan_g_37150
HFCAGB_02008,peppan_g_1127,peppan_g_5774,peppan_g_10780,peppan_g_15467,peppan_g_19470,peppan_g_24499,peppan_g_31859,peppan_g_32308,peppan_g_37158
HFCAGB_02020,peppan_g_1116,peppan_g_5763,peppan_g_10791,peppan_g_15478,peppan_g_19459,peppan_g_24488,peppan_g_31870,peppan_g_32319,peppan_g_37168
HFCAGB_02036,peppan_g_1102,peppan_g_5749,peppan_g_10805,peppan_g_15492,peppan_g_19445,peppan_g_24474,peppan_g_28092,peppan_g_32333,peppan_g_37182
HFCAGB_02038,peppan_g_1100,peppan_g_5747,peppan_g_10807,peppan_g_15494,peppan_g_19443,peppan_g_24472,peppan_g_28090,peppan_g_32335,peppan_g_37184
HFCAGB_02039,peppan_g_1099,peppan_g_5746,peppan_g_10808,peppan_g_15495,peppan_g_19442,peppan_g_24471,peppan_g_28089,peppan_g_32336,peppan_g_37185
HFCAGB_02067,peppan_g_1648,peppan_g_5718,peppan_g_10834,peppan_g_15519,peppan_g_19354,peppan_g_24385,peppan_g_28000,peppan_g_32360,peppan_g_37209
HFCAGB_02082,peppan_g_1663,peppan_g_5703,peppan_g_10849,peppan_g_15534,peppan_g_19338,peppan_g_24370,peppan_g_27985,peppan_g_32375,peppan_g_37224
HFCAGB_02084,peppan_g_1666,peppan_g_5700,peppan_g_10852,peppan_g_15537,peppan_g_19335,peppan_g_24367,peppan_g_27982,peppan_g_32378,peppan_g_37227
HFCAGB_02119,peppan_g_1699,peppan_g_5661,peppan_g_10885,peppan_g_15570,peppan_g_19302,peppan_g_24334,peppan_g_27949,peppan_g_32406,peppan_g_37260
HFCAGB_02146,peppan_g_1725,peppan_g_5635,peppan_g_10911,peppan_g_15596,peppan_g_19276,peppan_g_24308,peppan_g_27923,peppan_g_32432,peppan_g_37286
HFCAGB_02153,peppan_g_1732,peppan_g_5628,peppan_g_10918,peppan_g_15603,peppan_g_19269,peppan_g_24301,peppan_g_27916,peppan_g_32439,peppan_g_37293
HFCAGB_02266,peppan_g_844,peppan_g_6496,peppan_g_10970,peppan_g_15706,peppan_g_20243,peppan_g_25214,peppan_g_27220,peppan_g_35803,peppan_g_40935
HFCAGB_02274,peppan_g_837,peppan_g_6512,peppan_g_10992,peppan_g_15713,peppan_g_20250,peppan_g_25221,peppan_g_29072,peppan_g_35798,peppan_g_40928
HFCAGB_02286,peppan_g_825,peppan_g_6524,peppan_g_11004,peppan_g_15725,peppan_g_20262,peppan_g_25233,peppan_g_29060,peppan_g_35786,peppan_g_40916
HFCAGB_02290,peppan_g_821,peppan_g_6528,peppan_g_11008,peppan_g_15729,peppan_g_20266,peppan_g_25237,peppan_g_29056,peppan_g_35782,peppan_g_40912
HFCAGB_02296,peppan_g_816,peppan_g_6533,peppan_g_11013,peppan_g_15734,peppan_g_20271,peppan_g_25242,peppan_g_29051,peppan_g_35777,peppan_g_40907
HFCAGB_02307,peppan_g_805,peppan_g_6544,peppan_g_11024,peppan_g_15745,peppan_g_20282,peppan_g_25253,peppan_g_29040,peppan_g_35766,peppan_g_40896
HFCAGB_02328,peppan_g_786,peppan_g_6620,peppan_g_11043,peppan_g_15764,peppan_g_20301,peppan_g_25272,peppan_g_29021,peppan_g_35747,peppan_g_40877
HFCAGB_02331,peppan_g_784,peppan_g_6622,peppan_g_11045,peppan_g_15766,peppan_g_20303,peppan_g_25274,peppan_g_29019,peppan_g_35745,peppan_g_40875
HFCAGB_02336,peppan_g_779,peppan_g_6627,peppan_g_11050,peppan_g_15771,peppan_g_20308,peppan_g_25279,peppan_g_29014,peppan_g_35740,peppan_g_40870
HFCAGB_02361,peppan_g_754,peppan_g_6655,peppan_g_11074,peppan_g_15796,peppan_g_20332,peppan_g_25303,peppan_g_28987,peppan_g_35713,peppan_g_40855
HFCAGB_02367,peppan_g_748,peppan_g_6661,peppan_g_11080,peppan_g_15802,peppan_g_20338,peppan_g_25309,peppan_g_28981,peppan_g_35707,peppan_g_40849
HFCAGB_02394,peppan_g_724,peppan_g_6685,peppan_g_11104,peppan_g_15826,peppan_g_20362,peppan_g_25333,peppan_g_28957,peppan_g_35663,peppan_g_40825
HFCAGB_02399,peppan_g_719,peppan_g_6690,peppan_g_11109,peppan_g_15831,peppan_g_20367,peppan_g_25338,peppan_g_28952,peppan_g_35658,peppan_g_40820
HFCAGB_02410,peppan_g_697,peppan_g_6700,peppan_g_11131,peppan_g_15841,peppan_g_20378,peppan_g_25349,peppan_g_28933,peppan_g_35647,peppan_g_40802
HFCAGB_02412,peppan_g_695,peppan_g_6702,peppan_g_11133,peppan_g_15843,peppan_g_20380,peppan_g_25351,peppan_g_28931,peppan_g_35645,peppan_g_40800
HFCAGB_02420,peppan_g_687,peppan_g_6710,peppan_g_11141,peppan_g_15851,peppan_g_20388,peppan_g_25359,peppan_g_28923,peppan_g_35637,peppan_g_40792
HFCAGB_02428,peppan_g_680,peppan_g_6717,peppan_g_11148,peppan_g_15858,peppan_g_20395,peppan_g_25366,peppan_g_28916,peppan_g_35630,peppan_g_40785
HFCAGB_02448,peppan_g_661,peppan_g_6736,peppan_g_11167,peppan_g_15877,peppan_g_20414,peppan_g_25385,peppan_g_28897,peppan_g_35611,peppan_g_40766
HFCAGB_02461,peppan_g_650,peppan_g_6747,peppan_g_11178,peppan_g_15888,peppan_g_20425,peppan_g_25396,peppan_g_28886,peppan_g_35600,peppan_g_40755
HFCAGB_02478,peppan_g_633,peppan_g_6764,peppan_g_11195,peppan_g_15905,peppan_g_20442,peppan_g_25413,peppan_g_28869,peppan_g_34740,peppan_g_40738
HFCAGB_02494,peppan_g_617,peppan_g_6779,peppan_g_11211,peppan_g_15921,peppan_g_20458,peppan_g_25429,peppan_g_28853,peppan_g_34724,peppan_g_40722
HFCAGB_02502,peppan_g_611,peppan_g_6781,peppan_g_11213,peppan_g_15927,peppan_g_20474,peppan_g_25445,peppan_g_28847,peppan_g_34718,peppan_g_40716
HFCAGB_02507,peppan_g_3584;peppan_g_606,peppan_g_6786;peppan_g_8186,peppan_g_11218;peppan_g_12727,peppan_g_15932;peppan_g_17380,peppan_g_20479;peppan_g_21974,peppan_g_25450;peppan_g_26887,peppan_g_28842;peppan_g_29638,peppan_g_31916;peppan_g_34713;peppan_g_35220,peppan_g_39218;peppan_g_40711
HFCAGB_02515,peppan_g_598,peppan_g_6794,peppan_g_11226,peppan_g_15940,peppan_g_20487,peppan_g_25458,peppan_g_28834,peppan_g_34705,peppan_g_40703
HFCAGB_02518,peppan_g_595,peppan_g_6797,peppan_g_11229,peppan_g_15943,peppan_g_20490,peppan_g_25461,peppan_g_28831,peppan_g_34702,peppan_g_40700
HFCAGB_02520,peppan_g_593,peppan_g_6799,peppan_g_11231,peppan_g_15945,peppan_g_20492,peppan_g_25463,peppan_g_28829,peppan_g_34700,peppan_g_40698
HFCAGB_02538,peppan_g_575,peppan_g_6816,peppan_g_11248,peppan_g_15962,peppan_g_20509,peppan_g_25480,peppan_g_28812,peppan_g_34683,peppan_g_40681
HFCAGB_02547,peppan_g_567,peppan_g_6824,peppan_g_11256,peppan_g_15970,peppan_g_20517,peppan_g_25488,peppan_g_28804,peppan_g_34675,peppan_g_40673
HFCAGB_02548,peppan_g_566,peppan_g_6825,peppan_g_11257,peppan_g_15971,peppan_g_20518,peppan_g_25489,peppan_g_28803,peppan_g_34674,peppan_g_40672
HFCAGB_02549,peppan_g_565,peppan_g_6826,peppan_g_11258,peppan_g_15972,peppan_g_20519,peppan_g_25490,peppan_g_28802,peppan_g_34673,peppan_g_40671
HFCAGB_02550,peppan_g_564,peppan_g_6827,peppan_g_11259,peppan_g_15973,peppan_g_20520,peppan_g_25491,peppan_g_28801,peppan_g_34672,peppan_g_40670
HFCAGB_02553,peppan_g_561,peppan_g_6830,peppan_g_11262,peppan_g_15976,peppan_g_20523,peppan_g_25494,peppan_g_28798,peppan_g_34669,peppan_g_40667
HFCAGB_02554,peppan_g_560,peppan_g_6831,peppan_g_11263,peppan_g_15977,peppan_g_20524,peppan_g_25495,peppan_g_28797,peppan_g_34668,peppan_g_40666
HFCAGB_02569,peppan_g_545,peppan_g_6846,peppan_g_11278,peppan_g_15992,peppan_g_20539,peppan_g_25510,peppan_g_28782,peppan_g_34653,peppan_g_40651
HFCAGB_02572,peppan_g_542,peppan_g_6849,peppan_g_11281,peppan_g_15995,peppan_g_20542,peppan_g_25513,peppan_g_28779,peppan_g_34650,peppan_g_40648
HFCAGB_02580,peppan_g_536,peppan_g_6855,peppan_g_11289,peppan_g_16002,peppan_g_20549,peppan_g_25520,peppan_g_28771,peppan_g_34644,peppan_g_40642
HFCAGB_02594,peppan_g_523,peppan_g_6868,peppan_g_11302,peppan_g_16015,peppan_g_20562,peppan_g_25533,peppan_g_28758,peppan_g_34631,peppan_g_40629
HFCAGB_02596,peppan_g_521,peppan_g_6870,peppan_g_11304,peppan_g_16017,peppan_g_20564,peppan_g_25535,peppan_g_28756,peppan_g_34629,peppan_g_40627
HFCAGB_02613,peppan_g_504,peppan_g_6887,peppan_g_11321,peppan_g_16034,peppan_g_20581,peppan_g_25552,peppan_g_28739,peppan_g_34612,peppan_g_40610
HFCAGB_02619,peppan_g_498,peppan_g_6893,peppan_g_11327,peppan_g_16040,peppan_g_20587,peppan_g_25558,peppan_g_28733,peppan_g_34606,peppan_g_40604
HFCAGB_02621,peppan_g_496,peppan_g_6895,peppan_g_11329,peppan_g_16042,peppan_g_20589,peppan_g_25560,peppan_g_28731,peppan_g_34604,peppan_g_40602
HFCAGB_02634,peppan_g_484,peppan_g_6907,peppan_g_11341,peppan_g_16054,peppan_g_20601,peppan_g_25572,peppan_g_28719,peppan_g_34592,peppan_g_40590
HFCAGB_02647,peppan_g_471,peppan_g_6920,peppan_g_11354,peppan_g_16067,peppan_g_20614,peppan_g_25585,peppan_g_28706,peppan_g_34579,peppan_g_40577
HFCAGB_02653,peppan_g_465,peppan_g_6926,peppan_g_11360,peppan_g_16073,peppan_g_20620,peppan_g_25591,peppan_g_28700,peppan_g_34573,peppan_g_40571
HFCAGB_02683,peppan_g_441,peppan_g_6945,peppan_g_11379,peppan_g_16096,peppan_g_20639,peppan_g_25610,peppan_g_28681,peppan_g_34554,peppan_g_40552
HFCAGB_02691,peppan_g_437,peppan_g_6949,peppan_g_11383,peppan_g_16100,peppan_g_20643,peppan_g_25614,peppan_g_28461,peppan_g_34550,peppan_g_40548
HFCAGB_02705,peppan_g_423,peppan_g_6963,peppan_g_11397,peppan_g_16114,peppan_g_20657,peppan_g_25628,peppan_g_28447,peppan_g_34536,peppan_g_40534
HFCAGB_02714,peppan_g_415,peppan_g_6971,peppan_g_11406,peppan_g_16123,peppan_g_20666,peppan_g_25636,peppan_g_28438,peppan_g_34528,peppan_g_40525
HFCAGB_02725,peppan_g_403,peppan_g_6981,peppan_g_11418,peppan_g_16135,peppan_g_20678,peppan_g_25648,peppan_g_28427,peppan_g_34517,peppan_g_40514
HFCAGB_02756,peppan_g_373,peppan_g_7009,peppan_g_11446,peppan_g_16163,peppan_g_20707,peppan_g_25676,peppan_g_28399,peppan_g_34489,peppan_g_40486
HFCAGB_02759,peppan_g_370,peppan_g_7012,peppan_g_11449,peppan_g_16166,peppan_g_20710,peppan_g_25679,peppan_g_28396,peppan_g_34486,peppan_g_40483
HFCAGB_02760,peppan_g_369,peppan_g_7013,peppan_g_11450,peppan_g_16167,peppan_g_20711,peppan_g_25680,peppan_g_28395,peppan_g_34485,peppan_g_40482
HFCAGB_02774,peppan_g_355,peppan_g_7027,peppan_g_11464,peppan_g_16181,peppan_g_20723,peppan_g_25692,peppan_g_28381,peppan_g_34471,peppan_g_40468
HFCAGB_02806,peppan_g_323,peppan_g_7055,peppan_g_11495,peppan_g_16211,peppan_g_20751,peppan_g_25720,peppan_g_28352,peppan_g_34442,peppan_g_40440
HFCAGB_02823,peppan_g_308,peppan_g_7068,peppan_g_11510,peppan_g_16226,peppan_g_20766,peppan_g_25735,peppan_g_28337,peppan_g_34427,peppan_g_40425
HFCAGB_02841,peppan_g_290,peppan_g_7086,peppan_g_11528,peppan_g_16244,peppan_g_20784,peppan_g_25753,peppan_g_28319,peppan_g_34409,peppan_g_40407
HFCAGB_02852,peppan_g_281,peppan_g_7095,peppan_g_11537,peppan_g_16253,peppan_g_20793,peppan_g_25762,peppan_g_28310,peppan_g_34397,peppan_g_40398
HFCAGB_02859,peppan_g_274,peppan_g_7102,peppan_g_11544,peppan_g_16260,peppan_g_20800,peppan_g_25769,peppan_g_28303,peppan_g_34390,peppan_g_40391
HFCAGB_02871,peppan_g_263,peppan_g_7113,peppan_g_11555,peppan_g_16271,peppan_g_20870,peppan_g_25780,peppan_g_27263,peppan_g_34379,peppan_g_40380
HFCAGB_02872,peppan_g_262,peppan_g_7114,peppan_g_11556,peppan_g_16272,peppan_g_20871,peppan_g_25781,peppan_g_27264,peppan_g_34378,peppan_g_40379
HFCAGB_02894,peppan_g_2546,peppan_g_7132,peppan_g_11574,peppan_g_16290,peppan_g_20889,peppan_g_25799,peppan_g_31133,peppan_g_34359,peppan_g_40361
HFCAGB_02907,peppan_g_2559,peppan_g_7145,peppan_g_11621,peppan_g_16303,peppan_g_20902,peppan_g_25812,peppan_g_31120,peppan_g_34346,peppan_g_40348
HFCAGB_02909,peppan_g_2561,peppan_g_7147,peppan_g_11623,peppan_g_16305,peppan_g_20904,peppan_g_25814,peppan_g_31118,peppan_g_34344,peppan_g_40346
HFCAGB_02975,peppan_g_2598,peppan_g_7184,peppan_g_11683,peppan_g_16367,peppan_g_20955,peppan_g_25865,peppan_g_31088,peppan_g_34326,peppan_g_40242
HFCAGB_02984,peppan_g_2607,peppan_g_7193,peppan_g_11692,peppan_g_16376,peppan_g_20964,peppan_g_25874,peppan_g_31079,peppan_g_34317,peppan_g_40233
HFCAGB_02990,peppan_g_2612,peppan_g_7198,peppan_g_11697,peppan_g_16381,peppan_g_20969,peppan_g_25879,peppan_g_31074,peppan_g_34312,peppan_g_40228
HFCAGB_03003,peppan_g_2624,peppan_g_7210,peppan_g_11709,peppan_g_16393,peppan_g_20981,peppan_g_25891,peppan_g_31062,peppan_g_34300,peppan_g_40216
HFCAGB_03005,peppan_g_2626,peppan_g_7212,peppan_g_11711,peppan_g_16395,peppan_g_20983,peppan_g_25893,peppan_g_31060,peppan_g_34298,peppan_g_40214
HFCAGB_03007,peppan_g_2628,peppan_g_7214,peppan_g_11713,peppan_g_16397,peppan_g_20985,peppan_g_25895,peppan_g_31058,peppan_g_34296,peppan_g_40212
HFCAGB_03013,peppan_g_2634,peppan_g_7220,peppan_g_11719,peppan_g_16403,peppan_g_20991,peppan_g_25901,peppan_g_31052,peppan_g_34290,peppan_g_40206
HFCAGB_03039,peppan_g_2653,peppan_g_7239,peppan_g_11738,peppan_g_16422,peppan_g_21010,peppan_g_25920,peppan_g_31033,peppan_g_34271,peppan_g_40187
HFCAGB_03042,peppan_g_2656,peppan_g_7242,peppan_g_11741,peppan_g_16425,peppan_g_21013,peppan_g_25923,peppan_g_31030,peppan_g_34268,peppan_g_40184
HFCAGB_03049,peppan_g_2663,peppan_g_7249,peppan_g_11748,peppan_g_16432,peppan_g_21020,peppan_g_25930,peppan_g_31023,peppan_g_34261,peppan_g_40177
HFCAGB_03066,peppan_g_2680,peppan_g_7266,peppan_g_11765,peppan_g_16449,peppan_g_21037,peppan_g_25947,peppan_g_31006,peppan_g_34244,peppan_g_40160
HFCAGB_03068,peppan_g_2682,peppan_g_7268,peppan_g_11767,peppan_g_16451,peppan_g_21039,peppan_g_25949,peppan_g_31004,peppan_g_34242,peppan_g_40158
HFCAGB_03073,peppan_g_2685,peppan_g_7272,peppan_g_11771,peppan_g_16455,peppan_g_21043,peppan_g_25953,peppan_g_31000,peppan_g_34238,peppan_g_40154
HFCAGB_03081,peppan_g_2693,peppan_g_7280,peppan_g_11779,peppan_g_16463,peppan_g_21051,peppan_g_25961,peppan_g_30992,peppan_g_34230,peppan_g_40146
HFCAGB_03093,peppan_g_2705,peppan_g_7292,peppan_g_11791,peppan_g_16475,peppan_g_21063,peppan_g_25973,peppan_g_30980,peppan_g_34218,peppan_g_40134
HFCAGB_03096,peppan_g_2708,peppan_g_7295,peppan_g_11794,peppan_g_16478,peppan_g_21066,peppan_g_25976,peppan_g_30977,peppan_g_34215,peppan_g_40131
HFCAGB_03099,peppan_g_2711,peppan_g_7298,peppan_g_11797,peppan_g_16481,peppan_g_21069,peppan_g_25979,peppan_g_30974,peppan_g_34212,peppan_g_40128
HFCAGB_03117,peppan_g_2726,peppan_g_7313,peppan_g_11817,peppan_g_16498,peppan_g_21087,peppan_g_25997,peppan_g_30955,peppan_g_34192,peppan_g_40110
HFCAGB_03123,peppan_g_2732,peppan_g_7319,peppan_g_11823,peppan_g_16504,peppan_g_21093,peppan_g_26003,peppan_g_30949,peppan_g_34186,peppan_g_40104
HFCAGB_03124,peppan_g_2733,peppan_g_7320,peppan_g_11824,peppan_g_16505,peppan_g_21094,peppan_g_26004,peppan_g_30948,peppan_g_34185,peppan_g_40103
HFCAGB_03152,peppan_g_2761,peppan_g_7347,peppan_g_11853,peppan_g_16532,peppan_g_21121,peppan_g_26031,peppan_g_30921,peppan_g_34157,peppan_g_40076
HFCAGB_03155,peppan_g_2764,peppan_g_7350,peppan_g_11856,peppan_g_16535,peppan_g_21124,peppan_g_26034,peppan_g_30918,peppan_g_34154,peppan_g_40073
HFCAGB_03170,peppan_g_2784,peppan_g_7361,peppan_g_11874,peppan_g_16551,peppan_g_21135,peppan_g_26045,peppan_g_30907,peppan_g_34138,peppan_g_40057
HFCAGB_03179,peppan_g_2791,peppan_g_7368,peppan_g_11881,peppan_g_16558,peppan_g_21142,peppan_g_26052,peppan_g_30900,peppan_g_34131,peppan_g_40050
HFCAGB_03181,peppan_g_2793,peppan_g_7370,peppan_g_11883,peppan_g_16560,peppan_g_21144,peppan_g_26054,peppan_g_30898,peppan_g_34129,peppan_g_40048
HFCAGB_03188,peppan_g_2800,peppan_g_7377,peppan_g_11890,peppan_g_16567,peppan_g_21151,peppan_g_26061,peppan_g_30891,peppan_g_34122,peppan_g_40041
HFCAGB_03189,peppan_g_2801,peppan_g_7378,peppan_g_11891,peppan_g_16568,peppan_g_21152,peppan_g_26062,peppan_g_30890,peppan_g_34121,peppan_g_40040
HFCAGB_03201,peppan_g_2812,peppan_g_7389,peppan_g_11902,peppan_g_16579,peppan_g_21163,peppan_g_26073,peppan_g_30879,peppan_g_34110,peppan_g_40029
HFCAGB_03212,peppan_g_2821,peppan_g_7398,peppan_g_11911,peppan_g_16588,peppan_g_21172,peppan_g_26082,peppan_g_30870,peppan_g_34101,peppan_g_40020
HFCAGB_03230,peppan_g_2839,peppan_g_7414,peppan_g_11927,peppan_g_16604,peppan_g_21188,peppan_g_26098,peppan_g_30854,peppan_g_34085,peppan_g_40004
HFCAGB_03231,peppan_g_2840,peppan_g_7415,peppan_g_11928,peppan_g_16605,peppan_g_21189,peppan_g_26099,peppan_g_30853,peppan_g_34084,peppan_g_40003
HFCAGB_03238,peppan_g_2846,peppan_g_7421,peppan_g_11934,peppan_g_16611,peppan_g_21195,peppan_g_26105,peppan_g_30847,peppan_g_34078,peppan_g_39997
HFCAGB_03250,peppan_g_2858,peppan_g_7433,peppan_g_11947,peppan_g_16623,peppan_g_21207,peppan_g_26117,peppan_g_30835,peppan_g_34066,peppan_g_39985
HFCAGB_03274,peppan_g_2884,peppan_g_7451,peppan_g_11965,peppan_g_16644,peppan_g_21228,peppan_g_26138,peppan_g_30814,peppan_g_34048,peppan_g_39965
HFCAGB_03278,peppan_g_2888,peppan_g_7455,peppan_g_11969,peppan_g_16648,peppan_g_21232,peppan_g_26142,peppan_g_30810,peppan_g_32188,peppan_g_39961
