"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"uvrY","","Response regulator UvrY","9","9","1","32","7186","","","","656","656","656","GEGEGB_00994","LNHIMF_02020","BEJGEH_01118","HFCAGB_01267","AJBGEP_02045","ODDLKH_02438","IKCLMC_04191","PKJKAM_04202","ONMMKP_00080"
"cutA","","Divalent-cation tolerance protein CutA","9","9","1","32","5815","","","","347","347","347","GEGEGB_04611","LNHIMF_04414","BEJGEH_04392","HFCAGB_04552","AJBGEP_04523","ODDLKH_00196","IKCLMC_01130","PKJKAM_01193","ONMMKP_02459"
"ydeE","","Uncharacterized MFS-type transporter YdeE","9","9","1","32","257","","","","737","1187","1137","GEGEGB_01512","LNHIMF_01568","BEJGEH_01568","HFCAGB_01758","AJBGEP_01598","ODDLKH_01995","IKCLMC_04643","PKJKAM_04658","ONMMKP_00532"
"cheY","","chemotaxis regulatory protein CheY","9","9","1","32","7213","","","","389","389","389","GEGEGB_01022","LNHIMF_01990","BEJGEH_01148","HFCAGB_01296","AJBGEP_02014","ODDLKH_02408","IKCLMC_04220","PKJKAM_04232","ONMMKP_00110"
"PTS glucose transporter subunit IIA","","PTS glucose transporter subunit IIA","9","9","1","32","4183","","","","509","509","509","GEGEGB_00460","LNHIMF_02566","BEJGEH_02458","HFCAGB_02703","AJBGEP_02603","ODDLKH_02937","IKCLMC_01342","PKJKAM_02825","ONMMKP_04398"
"Hemolysin expression-modulating protein Hha","","Hemolysin expression-modulating protein Hha","9","9","1","32","1317","","","","218","218","218","GEGEGB_02510","LNHIMF_00498","BEJGEH_00482","HFCAGB_00498","AJBGEP_00493","ODDLKH_00959","IKCLMC_02228","PKJKAM_03259","ONMMKP_01681"
"Uracil phosphoribosyltransferase","","Uracil phosphoribosyltransferase","9","9","1","32","4256","","","","626","626","626","GEGEGB_00391","LNHIMF_02631","BEJGEH_02527","HFCAGB_02771","AJBGEP_02671","ODDLKH_03003","IKCLMC_01275","PKJKAM_02759","ONMMKP_04331"
"flgN","","Flagella synthesis protein FlgN","9","9","1","32","1998","","","","422","422","422","GEGEGB_01845","LNHIMF_01204","BEJGEH_01922","HFCAGB_02126","AJBGEP_01171","ODDLKH_01575","IKCLMC_00813","PKJKAM_00572","ONMMKP_00964"
"xerD","","Tyrosine recombinase XerD","9","9","1","32","4911","","","","896","896","896","GEGEGB_03111","LNHIMF_03082","BEJGEH_03052","HFCAGB_03264","AJBGEP_03208","ODDLKH_03470","IKCLMC_03801","PKJKAM_02317","ONMMKP_03804"
"corA","","Magnesium transport protein CorA","9","9","1","32","2410","","","","950","950","950","GEGEGB_03521","LNHIMF_03993","BEJGEH_03998","HFCAGB_04191","AJBGEP_04146","ODDLKH_04396","IKCLMC_00486","PKJKAM_01531","ONMMKP_02830"
"Flagellar L-ring protein","","Flagellar L-ring protein","9","9","1","32","1989","","","","665","665","665","GEGEGB_01836","LNHIMF_01213","BEJGEH_01913","HFCAGB_02117","AJBGEP_01180","ODDLKH_01584","IKCLMC_00822","PKJKAM_00563","ONMMKP_00955"
"group_5058","hypothetical protein","hypothetical protein","9","9","1","32","2739","","","","191","191","191","GEGEGB_04106","LNHIMF_03658","BEJGEH_03655","HFCAGB_03859","AJBGEP_03803","ODDLKH_04064","IKCLMC_02755","PKJKAM_03731","ONMMKP_03214"
"Small ribosomal subunit protein uS14","","Small ribosomal subunit protein uS14","9","9","1","32","2952","","","","305","305","305","GEGEGB_04301","LNHIMF_03472","BEJGEH_03450","HFCAGB_03656","AJBGEP_03600","ODDLKH_03864","IKCLMC_00126","PKJKAM_00097","ONMMKP_03404"
"Large ribosomal subunit protein bL12","","Large ribosomal subunit protein bL12","9","9","1","32","3141","","","","365","365","365","GEGEGB_03656","LNHIMF_04189","BEJGEH_04202","HFCAGB_04400","AJBGEP_04351","ODDLKH_00010","IKCLMC_00249","PKJKAM_00225","ONMMKP_02632"
"Protein Syd","","Protein Syd","9","9","1","32","4998","","","","545","545","545","GEGEGB_03015","LNHIMF_02999","BEJGEH_02967","HFCAGB_03179","AJBGEP_03124","ODDLKH_03386","IKCLMC_03886","PKJKAM_02399","ONMMKP_03888"
"Transcription termination factor Rho","","Transcription termination factor Rho","9","9","1","32","2374","","","","1259","1259","1259","GEGEGB_03558","LNHIMF_03959","BEJGEH_03960","HFCAGB_04156","AJBGEP_04108","ODDLKH_04358","IKCLMC_00521","PKJKAM_01567","ONMMKP_02865"
"msbA","","Lipid A export ATP-binding/permease MsbA","9","9","1","32","1832","","","","1748","1748","1748","GEGEGB_02054","LNHIMF_01071","BEJGEH_00941","HFCAGB_01028","AJBGEP_00976","ODDLKH_01439","IKCLMC_01544","PKJKAM_00946","ONMMKP_01160"
"Large ribosomal subunit protein bL35","","Large ribosomal subunit protein bL35","9","9","1","32","469","","","","197","197","197","GEGEGB_01284","LNHIMF_01381","BEJGEH_01753","HFCAGB_01948","AJBGEP_01413","ODDLKH_01810","IKCLMC_04830","PKJKAM_00884","ONMMKP_00717"
"hflC","","Modulator of FtsH protease HflC","9","9","1","32","5778","","","","1004","1004","1004","GEGEGB_04649","LNHIMF_04450","BEJGEH_04431","HFCAGB_04590","AJBGEP_04562","ODDLKH_00235","IKCLMC_03436","PKJKAM_01155","ONMMKP_02421"
"Deoxyuridine 5'-triphosphate nucleotidohydrolase","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","9","9","1","32","2621","","","","458","458","458","GEGEGB_03996","LNHIMF_03765","BEJGEH_03770","HFCAGB_03974","AJBGEP_03917","ODDLKH_04177","IKCLMC_02641","PKJKAM_03617","ONMMKP_03098"
"DNA protection during starvation protein","","DNA protection during starvation protein","9","9","1","32","1584","","","","503","503","503","GEGEGB_02164","LNHIMF_00958","BEJGEH_00831","HFCAGB_00910","AJBGEP_00857","ODDLKH_01321","IKCLMC_01426","PKJKAM_01064","ONMMKP_01281"
"group_5068","DNA-binding protein H-NS","DNA-binding protein H-NS","9","9","1","32","5197","","","","401","401","401","GEGEGB_02835","LNHIMF_02828","BEJGEH_02782","HFCAGB_03000","AJBGEP_02951","ODDLKH_03214","IKCLMC_04056","PKJKAM_02579","ONMMKP_04068"
"Phosphoribulokinase, plasmid","","Phosphoribulokinase, plasmid","9","9","1","32","2914","","","","869","869","869","GEGEGB_04263","LNHIMF_03509","BEJGEH_03487","HFCAGB_03692","AJBGEP_03637","ODDLKH_03901","IKCLMC_02918","PKJKAM_03886","ONMMKP_03367"
"yneE","","Voltage-dependent anion channel-forming protein YneE","9","9","1","32","246","","","","647","947","913","GEGEGB_01523","LNHIMF_01579","BEJGEH_01557","HFCAGB_01747","AJBGEP_01609","ODDLKH_02007","IKCLMC_04632","PKJKAM_04647","ONMMKP_00521"
"Glutaredoxin domain-containing protein","","Glutaredoxin domain-containing protein","9","9","1","32","929","","","","263","263","263","GEGEGB_02127","LNHIMF_01001","BEJGEH_00867","HFCAGB_00957","AJBGEP_00902","ODDLKH_01367","IKCLMC_01472","PKJKAM_01017","ONMMKP_01233"
"group_5071","hypothetical protein","hypothetical protein","9","9","1","32","2025","","","","455","455","455","GEGEGB_01872","LNHIMF_01177","BEJGEH_01949","HFCAGB_02153","AJBGEP_01144","ODDLKH_01548","IKCLMC_00786","PKJKAM_00599","ONMMKP_00991"
"hspQ","","Heat shock protein HspQ","9","9","1","32","1919","","","","317","317","317","GEGEGB_01945","LNHIMF_01110","BEJGEH_00983","HFCAGB_01126","AJBGEP_01077","ODDLKH_01481","IKCLMC_00573","PKJKAM_00669","ONMMKP_01058"
"Uridylate kinase","","Uridylate kinase","9","9","1","32","3731","","","","725","725","725","GEGEGB_00234","LNHIMF_00228","BEJGEH_00242","HFCAGB_00232","AJBGEP_00232","ODDLKH_00704","IKCLMC_02968","PKJKAM_00687","ONMMKP_01941"
"yodD","","YodD family peroxide/acid resistance protein","9","9","1","32","7142","","","","227","227","227","GEGEGB_00958","LNHIMF_02054","BEJGEH_01083","HFCAGB_01232","AJBGEP_02081","ODDLKH_02473","IKCLMC_04156","PKJKAM_04167","ONMMKP_00046"
"Lipoprotein","","Lipoprotein","9","9","1","32","2987","","","","221","221","221","GEGEGB_03477","LNHIMF_03436","BEJGEH_03414","HFCAGB_03620","AJBGEP_03564","ODDLKH_03828","IKCLMC_03446","PKJKAM_01632","ONMMKP_03440"
"Signal recognition particle protein","","Signal recognition particle protein","9","9","1","32","4396","","","","1361","1361","1361","GEGEGB_02765","LNHIMF_02760","BEJGEH_02693","HFCAGB_02905","AJBGEP_02868","ODDLKH_03132","IKCLMC_04120","PKJKAM_02626","ONMMKP_04201"
"group_5077","Arginine repressor","Arginine repressor","9","9","1","32","4575","","","","470","470","470","GEGEGB_03445","LNHIMF_03404","BEJGEH_03382","HFCAGB_03586","AJBGEP_03531","ODDLKH_03794","IKCLMC_03478","PKJKAM_01664","ONMMKP_03472"
"UPF0482 protein ESA_01750","","UPF0482 protein ESA_01750","9","9","1","32","275","","","","341","341","341","GEGEGB_01496","LNHIMF_01553","BEJGEH_01583","HFCAGB_01775","AJBGEP_01582","ODDLKH_01980","IKCLMC_04658","PKJKAM_04674","ONMMKP_00547"
"lptB","","Lipopolysaccharide export system ATP-binding protein LptB","9","9","1","32","4618","","","","725","725","725","GEGEGB_03402","LNHIMF_03361","BEJGEH_03339","HFCAGB_03543","AJBGEP_03489","ODDLKH_03752","IKCLMC_03520","PKJKAM_01706","ONMMKP_03513"
"tomB","","Hha toxicity modulator TomB","9","9","1","32","1319","","","","374","374","374","GEGEGB_02509","LNHIMF_00499","BEJGEH_00483","HFCAGB_00499","AJBGEP_00494","ODDLKH_00960","IKCLMC_02229","PKJKAM_03258","ONMMKP_01680"
"Glutamate 5-kinase","","Glutamate 5-kinase","9","9","1","32","1134","","","","1103","1103","1103","GEGEGB_02661","LNHIMF_00347","BEJGEH_00330","HFCAGB_00339","AJBGEP_00341","ODDLKH_00808","IKCLMC_02075","PKJKAM_03414","ONMMKP_01837"
"1,4-dihydroxy-2-naphthoyl-CoA synthase","","1,4-dihydroxy-2-naphthoyl-CoA synthase","9","9","1","32","4053","","","","857","857","857","GEGEGB_00596","LNHIMF_02440","BEJGEH_02330","HFCAGB_02566","AJBGEP_02474","ODDLKH_02808","IKCLMC_01685","PKJKAM_02953","ONMMKP_04526"
"YCII-related domain-containing protein","","YCII-related domain-containing protein","9","9","1","32","7426","","","","296","296","296","GEGEGB_01740","LNHIMF_01806","BEJGEH_01328","HFCAGB_01537","AJBGEP_01830","ODDLKH_02226","IKCLMC_04417","PKJKAM_04426","ONMMKP_00297"
"lpp","","murein lipoprotein Lpp","9","9","1","32","426","","","","236","236","236","GEGEGB_01317","LNHIMF_01425","BEJGEH_01709","HFCAGB_01904","AJBGEP_01457","ODDLKH_01854","IKCLMC_04786","PKJKAM_00839","ONMMKP_00672"
"yadS","","UPF0126 inner membrane protein YadS","9","9","1","32","3717","","","","623","623","623","GEGEGB_00218","LNHIMF_00212","BEJGEH_00227","HFCAGB_00216","AJBGEP_00217","ODDLKH_00689","IKCLMC_02983","PKJKAM_00702","ONMMKP_01956"
"iraP","","Anti-adapter protein IraP","9","9","1","32","1217","","","","260","260","260","GEGEGB_02611","LNHIMF_00410","BEJGEH_00392","HFCAGB_00405","AJBGEP_00402","ODDLKH_00868","IKCLMC_02136","PKJKAM_03350","ONMMKP_01773"
"Ribosome-recycling factor","","Ribosome-recycling factor","9","9","1","32","3732","","","","557","557","557","GEGEGB_00235","LNHIMF_00229","BEJGEH_00243","HFCAGB_00233","AJBGEP_00233","ODDLKH_00705","IKCLMC_02967","PKJKAM_00686","ONMMKP_01940"
"Large ribosomal subunit protein bL17","","Large ribosomal subunit protein bL17","9","9","1","32","2966","","","","383","383","383","GEGEGB_04314","LNHIMF_03459","BEJGEH_03437","HFCAGB_03643","AJBGEP_03587","ODDLKH_03851","IKCLMC_00139","PKJKAM_00110","ONMMKP_03417"
"Large ribosomal subunit protein uL4","","Large ribosomal subunit protein uL4","9","9","1","32","2940","","","","605","605","605","GEGEGB_04289","LNHIMF_03484","BEJGEH_03462","HFCAGB_03668","AJBGEP_03612","ODDLKH_03876","IKCLMC_00114","PKJKAM_03911","ONMMKP_03392"
"group_509","hypothetical protein","hypothetical protein","9","9","1","32","245","","","","527","527","527","GEGEGB_01524","LNHIMF_01580","BEJGEH_01556","HFCAGB_01746","AJBGEP_01610","ODDLKH_02008","IKCLMC_04631","PKJKAM_04646","ONMMKP_00520"
"greA","","Transcription elongation factor GreA","9","9","1","32","4639","","","","476","476","476","GEGEGB_03381","LNHIMF_03340","BEJGEH_03318","HFCAGB_03522","AJBGEP_03468","ODDLKH_03731","IKCLMC_03541","PKJKAM_01728","ONMMKP_03534"
"ftsB","","Cell division protein FtsB","9","9","1","32","5057","","","","311","311","311","GEGEGB_02968","LNHIMF_02961","BEJGEH_02923","HFCAGB_03135","AJBGEP_03087","ODDLKH_03349","IKCLMC_03923","PKJKAM_02441","ONMMKP_03931"
"group_5092","hypothetical protein","hypothetical protein","9","9","1","32","3996","","","","449","449","449","GEGEGB_00653","LNHIMF_02385","BEJGEH_02277","HFCAGB_02513","AJBGEP_02421","ODDLKH_02755","IKCLMC_01738","PKJKAM_03006","ONMMKP_04579"
"nuoB","","NADH-quinone oxidoreductase subunit NuoB","9","9","1","32","4075","","","","662","662","662","GEGEGB_00576","LNHIMF_02459","BEJGEH_02351","HFCAGB_02587","AJBGEP_02495","ODDLKH_02829","IKCLMC_01663","PKJKAM_02934","ONMMKP_04506"
"group_5094","Putative cytoplasmic protein","Putative cytoplasmic protein","9","9","1","32","2923","","","","200","200","200","GEGEGB_04272","LNHIMF_03501","BEJGEH_03479","HFCAGB_03685","AJBGEP_03629","ODDLKH_03893","IKCLMC_02926","PKJKAM_03894","ONMMKP_03375"
"Flavodoxin","","Flavodoxin","9","9","1","32","4910","","","","521","521","521","GEGEGB_03112","LNHIMF_03083","BEJGEH_03053","HFCAGB_03265","AJBGEP_03209","ODDLKH_03471","IKCLMC_03800","PKJKAM_02316","ONMMKP_03803"
"yfeC","","Uncharacterized protein YfeC","9","9","1","32","4166","","","","362","362","362","GEGEGB_00481","LNHIMF_02545","BEJGEH_02437","HFCAGB_02682","AJBGEP_02582","ODDLKH_02916","IKCLMC_01576","PKJKAM_02846","ONMMKP_04419"
"grxD","","monothiol glutaredoxin 4","9","9","1","32","366","","","","347","347","347","GEGEGB_01376","LNHIMF_01483","BEJGEH_01651","HFCAGB_01845","AJBGEP_01515","ODDLKH_01913","IKCLMC_04728","PKJKAM_00077","ONMMKP_00614"
"Small ribosomal subunit protein uS10","","Small ribosomal subunit protein uS10","9","9","1","32","2938","","","","311","311","311","GEGEGB_04287","LNHIMF_03486","BEJGEH_03464","HFCAGB_03670","AJBGEP_03614","ODDLKH_03878","IKCLMC_00112","PKJKAM_03909","ONMMKP_03390"
"ymiA","","YmiA family membrane protein","9","9","1","32","7453","","","","128","128","128","GEGEGB_01713","LNHIMF_01779","BEJGEH_01354","HFCAGB_01564","AJBGEP_01804","ODDLKH_02200","IKCLMC_04443","PKJKAM_04453","ONMMKP_00324"
"ATP/GTP-binding protein","","ATP/GTP-binding protein","9","9","1","32","242","","","","770","887","874","GEGEGB_01527","LNHIMF_01584","BEJGEH_01552","HFCAGB_01743","AJBGEP_01614","ODDLKH_02012","IKCLMC_04628","PKJKAM_04642","ONMMKP_00517"
"Chaperone protein Skp","","Chaperone protein Skp","9","9","1","32","3738","","","","485","485","485","GEGEGB_00241","LNHIMF_00235","BEJGEH_00249","HFCAGB_00239","AJBGEP_00239","ODDLKH_00711","IKCLMC_02961","PKJKAM_00680","ONMMKP_01934"
"Nucleoid-associated protein Sden_2380","","Nucleoid-associated protein Sden_2380","9","9","1","32","1331","","","","329","329","329","GEGEGB_02498","LNHIMF_00510","BEJGEH_00497","HFCAGB_00510","AJBGEP_00505","ODDLKH_00971","IKCLMC_02240","PKJKAM_03246","ONMMKP_01669"
"spaK","","SPI-1 type III secretion system chaperone SpaK","9","9","1","32","5100","","","","407","407","407","GEGEGB_02935","LNHIMF_02928","BEJGEH_02882","HFCAGB_03100","AJBGEP_03051","ODDLKH_03313","IKCLMC_03959","PKJKAM_02479","ONMMKP_03967"
"Large ribosomal subunit protein uL23","","Large ribosomal subunit protein uL23","9","9","1","32","2941","","","","302","302","302","GEGEGB_04290","LNHIMF_03483","BEJGEH_03461","HFCAGB_03667","AJBGEP_03611","ODDLKH_03875","IKCLMC_00115","PKJKAM_03912","ONMMKP_03393"
"ABC transporter permease","","ABC transporter permease","9","9","1","32","1362","","","","659","659","659","GEGEGB_02467","LNHIMF_00540","BEJGEH_00526","HFCAGB_00540","AJBGEP_00535","ODDLKH_01001","IKCLMC_02270","PKJKAM_03216","ONMMKP_01639"
"group_5105","YdgH/BhsA/McbA-like domain-containing protein","YdgH/BhsA/McbA-like domain-containing protein","9","9","1","32","4573","","","","266","266","266","GEGEGB_03447","LNHIMF_03406","BEJGEH_03384","HFCAGB_03588","AJBGEP_03533","ODDLKH_03796","IKCLMC_03476","PKJKAM_01662","ONMMKP_03470"
"yieE","","Uncharacterized protein YieE","9","9","1","32","2296","","","","755","755","755","GEGEGB_03872","LNHIMF_03890","BEJGEH_03890","HFCAGB_04090","AJBGEP_04042","ODDLKH_04294","IKCLMC_02529","PKJKAM_03504","ONMMKP_02931"
"ndh","","NADH-quinone dehydrogenase","9","9","1","32","6152","","","","1304","1304","1304","GEGEGB_01803","LNHIMF_01251","BEJGEH_01882","HFCAGB_02084","AJBGEP_01212","ODDLKH_01616","IKCLMC_00854","PKJKAM_00538","ONMMKP_00923"
"yheO","","Uncharacterized protein YheO","9","9","1","32","2927","","","","722","722","722","GEGEGB_04276","LNHIMF_03497","BEJGEH_03475","HFCAGB_03681","AJBGEP_03625","ODDLKH_03889","IKCLMC_02930","PKJKAM_03898","ONMMKP_03379"
"yfeX","","porphyrinogen peroxidase","9","9","1","32","4198","","","","899","899","899","GEGEGB_00448","LNHIMF_02578","BEJGEH_02471","HFCAGB_02716","AJBGEP_02616","ODDLKH_02950","IKCLMC_01329","PKJKAM_02813","ONMMKP_04385"
"HypC/HybG/HupF family hydrogenase formation chaperone","","HypC/HybG/HupF family hydrogenase formation chaperone","9","9","1","32","239","","","","299","299","299","GEGEGB_01530","LNHIMF_01587","BEJGEH_01549","HFCAGB_01740","AJBGEP_01617","ODDLKH_02015","IKCLMC_04625","PKJKAM_04639","ONMMKP_00514"
"Citrate lyase acyl carrier protein","","Citrate lyase acyl carrier protein","9","9","1","32","3547","","","","293","293","293","GEGEGB_00064","LNHIMF_00061","BEJGEH_00062","HFCAGB_00063","AJBGEP_00061","ODDLKH_00536","IKCLMC_03138","PKJKAM_02041","ONMMKP_02118"
"Nucleoside diphosphate kinase","","Nucleoside diphosphate kinase","9","9","1","32","4285","","","","431","431","431","GEGEGB_00359","LNHIMF_02658","BEJGEH_02554","HFCAGB_02801","AJBGEP_02698","ODDLKH_03029","IKCLMC_01249","PKJKAM_02732","ONMMKP_04304"
"ilvB","","IlvB operon leader peptide","9","9","1","32","2543","","","","98","98","98","GEGEGB_03923","LNHIMF_03840","BEJGEH_03843","HFCAGB_04039","AJBGEP_03984","ODDLKH_04243","IKCLMC_02585","PKJKAM_03555","ONMMKP_03036"
"recR","","Recombination protein RecR","9","9","1","32","1332","","","","605","605","605","GEGEGB_02497","LNHIMF_00511","BEJGEH_00498","HFCAGB_00511","AJBGEP_00506","ODDLKH_00972","IKCLMC_02241","PKJKAM_03245","ONMMKP_01668"
"pspB","","Envelope stress response membrane protein PspB","9","9","1","32","7478","","","","224","224","224","GEGEGB_01684","LNHIMF_01750","BEJGEH_01379","HFCAGB_01589","AJBGEP_01779","ODDLKH_02175","IKCLMC_04468","PKJKAM_04479","ONMMKP_00349"
"iscA","","Iron-binding protein IscA","9","9","1","32","4302","","","","323","323","323","GEGEGB_00340","LNHIMF_02674","BEJGEH_02572","HFCAGB_02820","AJBGEP_02716","ODDLKH_03047","IKCLMC_01231","PKJKAM_02714","ONMMKP_04286"
"Arginine ABC transporter permease component","","Arginine ABC transporter permease component","9","9","1","32","945","","","","716","716","716","GEGEGB_02111","LNHIMF_01017","BEJGEH_00883","HFCAGB_00973","AJBGEP_00918","ODDLKH_01383","IKCLMC_01488","PKJKAM_01001","ONMMKP_01217"
"Integration host factor subunit alpha","","Integration host factor subunit alpha","9","9","1","32","465","","","","299","299","299","GEGEGB_01288","LNHIMF_01385","BEJGEH_01749","HFCAGB_01944","AJBGEP_01417","ODDLKH_01814","IKCLMC_04826","PKJKAM_00880","ONMMKP_00713"
"recA","","Protein RecA","9","9","1","32","5169","","","","1061","1061","1061","GEGEGB_02869","LNHIMF_02860","BEJGEH_02814","HFCAGB_03032","AJBGEP_02983","ODDLKH_03245","IKCLMC_04027","PKJKAM_02547","ONMMKP_04037"
"hinT","","Purine nucleoside phosphoramidase HinT","9","9","1","32","6145","","","","377","377","377","GEGEGB_01809","LNHIMF_01245","BEJGEH_01888","HFCAGB_02090","AJBGEP_01206","ODDLKH_01610","IKCLMC_00848","PKJKAM_00544","ONMMKP_00929"
"Uptake hydrogenase large subunit","","Uptake hydrogenase large subunit","9","9","1","32","236","","","","1229","1802","1738","GEGEGB_01533","LNHIMF_01590","BEJGEH_01546","HFCAGB_01737","AJBGEP_01620","ODDLKH_02018","IKCLMC_04622","PKJKAM_04636","ONMMKP_00511"
"thioredoxin-dependent peroxiredoxin","","thioredoxin-dependent peroxiredoxin","9","9","1","32","4246","","","","470","470","470","GEGEGB_00401","LNHIMF_02622","BEJGEH_02518","HFCAGB_02762","AJBGEP_02664","ODDLKH_02996","IKCLMC_01284","PKJKAM_02768","ONMMKP_04340"
"group_5121","Inner membrane protein","Inner membrane protein","9","9","1","32","5220","","","","113","113","113","GEGEGB_02815","LNHIMF_02809","BEJGEH_02764","HFCAGB_02979","AJBGEP_02932","ODDLKH_03195","IKCLMC_04076","PKJKAM_02597","ONMMKP_04086"
"plaP","","putrescine/proton symporter PlaP","9","9","1","32","6865","","","","1358","1358","1358","GEGEGB_00853","LNHIMF_02203","BEJGEH_02085","HFCAGB_02325","AJBGEP_02226","ODDLKH_02559","IKCLMC_01932","PKJKAM_04080","ONMMKP_04763"
"Pyruvate dehydrogenase complex repressor","","Pyruvate dehydrogenase complex repressor","9","9","1","32","3646","","","","764","764","764","GEGEGB_00166","LNHIMF_00157","BEJGEH_00163","HFCAGB_00158","AJBGEP_00159","ODDLKH_00632","IKCLMC_03041","PKJKAM_00767","ONMMKP_02020"
"Phage shock protein G","","Phage shock protein G","9","9","1","32","5988","","","","242","242","242","GEGEGB_04376","LNHIMF_04320","BEJGEH_04298","HFCAGB_04474","AJBGEP_04443","ODDLKH_00104","IKCLMC_01049","PKJKAM_01273","ONMMKP_02541"
"Acetolactate synthase small subunit","","Acetolactate synthase small subunit","9","9","1","32","2545","","","","290","290","290","GEGEGB_03925","LNHIMF_03838","BEJGEH_03841","HFCAGB_04037","AJBGEP_03982","ODDLKH_04241","IKCLMC_02587","PKJKAM_03557","ONMMKP_03038"
